Energy,Muscle,Fat,Skin,,,
20.0,0.8246326152414260,0.5675424622060380,0.7723969593251580,,,
20.25,0.8013139656616780,0.5544591865221980,0.7506273653590220,,,
20.5,0.7784136527219750,0.5421315397534350,0.7295319919545390,,,
20.75,0.7585160896641350,0.5292450081216220,0.710799567534607,,,
21.0,0.7387029500839950,0.5176653998969520,0.6937962206778310,,,
21.25,0.7188959956707240,0.5059569814110050,0.6757942881599830,,,
21.5,0.7010798428810430,0.4957994589820670,0.6581341521259470,,,
21.75,0.6842554522185480,0.48562203883604100,0.6429228627655290,,,
22.0,0.6688406001837710,0.4766170487876390,0.6285742156789810,,,
22.25,0.6522765057633690,0.46679288377855100,0.6134828639376580,,,
22.5,0.636383714537289,0.4580120998165110,0.6001482812263390,,,
22.75,0.6228816055164750,0.4487586627583680,0.5857864284237210,,,
23.0,0.6095943134202050,0.4409538654797630,0.5739492203837720,,,
23.25,0.5952359942919010,0.4333101015699480,0.561739341610526,,,
23.5,0.5830542197034750,0.426522964469863,0.5510890604972680,,,
23.75,0.5703936115017840,0.41864904387143000,0.5391617734770220,,,
24.0,0.5588661943872900,0.4121187598798160,0.5288651584256600,,,
24.25,0.5482053620580540,0.4062025061466820,0.5175960760211030,,,
24.5,0.5380984503435930,0.39924166336200100,0.5081770163674320,,,
24.75,0.5268127139488790,0.3932997337443580,0.4990648091147550,,,
25.0,0.5174322908410010,0.38696262940623900,0.4904996385576480,,,
25.25,0.5085264368359580,0.38149807474514600,0.480960149362525,,,
25.5,0.49888587211326700,0.37657682840113200,0.4729279906523290,,,
25.75,0.4904003683826660,0.3716196060910660,0.4654789563422160,,,
26.0,0.4810323234098540,0.3658958618744610,0.45735894677705800,,,
26.25,0.47307631891794000,0.3616898686885180,0.45009087324825200,,,
26.5,0.46546042829590700,0.357302241560774,0.44206281132189000,,,
26.75,0.45855046050914000,0.3521540861967250,0.4352357682380420,,,
27.0,0.45032513873738700,0.34838537065017000,0.4289843160003620,,,
27.25,0.44373132686378500,0.3444510385216330,0.4228904841003850,,,
27.5,0.4373927373587980,0.33970090672558000,0.4159640347770020,,,
27.75,0.4301374210787140,0.33637297255252500,0.410180068944383,,,
28.0,0.4241465371507900,0.332844434465904,0.404933602736602,,,
28.25,0.4187001412868380,0.3285173949610720,0.398570060627729,,,
28.5,0.4121290139673200,0.3256247930715340,0.39369148831940800,,,
28.75,0.40647964482717300,0.32230105427292700,0.38886441515392000,,,
29.0,0.4014724230244820,0.3190159637103340,0.3830566009285320,,,
29.25,0.39573418443579200,0.3152945887811760,0.37846993051709700,,,
29.5,0.39066752368308700,0.31249922868751000,0.37413165845758600,,,
29.75,0.38504276402299800,0.30975201158685400,0.368958475889239,,,
30.0,0.38043157317381600,0.30671905352787600,0.36473342517591400,,,
30.25,0.3762470927197610,0.30401928953138500,0.3609280202869220,,,
30.5,0.37177221251904400,0.3018301115244400,0.3561230113394250,,,
30.75,0.3674217382455520,0.2987041496258770,0.3524830982295000,,,
31.0,0.3625709453340110,0.29642506853174500,0.3489657526157250,,,
31.25,0.35863779897172100,0.29423211927908900,0.34443351892644700,,,
31.5,0.3549857907693830,0.29115558370393600,0.34106288674015500,,,
31.75,0.3507462694663560,0.2893811086571510,0.33798140786565600,,,
32.0,0.3473200499868010,0.28720408394350000,0.33382289492200100,,,
32.25,0.344132999483081,0.28506801657442300,0.330822971090147,,,
32.5,0.3399076276139200,0.28323528395662700,0.3279044789696040,,,
32.75,0.3367691336853260,0.28057348656755600,0.3242847914123710,,,
33.0,0.33384908845805200,0.2787197524728000,0.32163786574280400,,,
33.25,0.3299390636532870,0.27713050890881600,0.3188374420463470,,,
33.5,0.3271716681598630,0.2747398167158140,0.3152009785634150,,,
33.75,0.32440577116690700,0.2732481450127940,0.31297754006669100,,,
34.0,0.3208816554672580,0.27167963838297500,0.3103019722782670,,,
34.25,0.3185312065410370,0.26937570953426100,0.3077313426968450,,,
34.5,0.3157644770261510,0.2680386788609960,0.3053308754756630,,,
34.75,0.3124882262905910,0.2661343632740000,0.30227806956957000,,,
35.0,0.31025201374093500,0.26471780620766100,0.30006502480039900,,,
35.25,0.3073481665329390,0.26350643982648900,0.29799584888592800,,,
35.5,0.3051628123119260,0.26148288142266200,0.29513934011958300,,,
35.75,0.3029332748386750,0.26036327021681700,0.29306662142640100,,,
36.0,0.29997776720300500,0.2589434850350070,0.29131178673568700,,,
36.25,0.29797006698143800,0.25759722126927500,0.2886867038288010,,,
36.5,0.29605358475026600,0.25642901485874200,0.287001586505463,,,
36.75,0.2932647860981280,0.25454262097281500,0.28503312161366100,,,
37.0,0.29157165053795000,0.25336895893504400,0.2829807445987530,,,
37.25,0.2894294036556320,0.2524327271605480,0.2812837994827980,,,
37.5,0.287493894208819,0.25075704934069900,0.27888979341062600,,,
37.75,0.28581991562429400,0.2498525222925020,0.2772372946979630,,,
38.0,0.2831710954140430,0.24836425695927000,0.2758018985168860,,,
38.25,0.28151104635628400,0.24732916111502000,0.2735743436280270,,,
38.5,0.27996168107275600,0.2465767752423410,0.2720328637742720,,,
38.75,0.27764261452268600,0.24500833604469000,0.2706738632765070,,,
39.0,0.27624277458391,0.24423276956009000,0.26846995106256000,,,
39.25,0.27466059618384900,0.24288875221902800,0.26731317454358100,,,
39.5,0.27243395546410300,0.24195871869882800,0.2654242524039240,,,
39.75,0.27111963772547700,0.24125136126779900,0.2641116278552060,,,
40.0,0.26936311083659700,0.23988331163376700,0.2630350827801320,,,
40.25,0.26794907596030500,0.2392077870492260,0.2609988134779110,,,
40.5,0.266803127058916,0.2379361735314370,0.260012400340713,,,
40.75,0.26472037353751300,0.2371653266407320,0.258586168412094,,,
41.0,0.2636266925154300,0.23659197098797100,0.25731618774134200,,,
41.25,0.26184829695108000,0.2351625968964070,0.25620231659009600,,,
41.5,0.26063734428732100,0.23461881450552,0.2543507241755870,,,
41.75,0.2596369154628260,0.23353802949056600,0.25322258806082400,,,
42.0,0.2577370183881790,0.2329183002618650,0.25237079730933500,,,
42.25,0.2567980468194450,0.2323193852201540,0.25063787959151500,,,
42.5,0.25550606277224700,0.23103337597701300,0.2497994592488960,,,
42.75,0.254368230880501,0.2304961465823490,0.2482748023382940,,,
43.0,0.25332180899092700,0.22982302132766100,0.2473135256985660,,,
43.25,0.25154068941630200,0.22895055980165000,0.2465235723062790,,,
43.5,0.25048499185795900,0.2284814425008130,0.24502276426941000,,,
43.75,0.2497574213133260,0.22727214361473100,0.2442780456240200,,,
44.0,0.247999952853174,0.22689693957134200,0.24287659665498800,,,
44.25,0.24728645808869600,0.22584495115311700,0.24204022713274500,,,
44.5,0.24591230054996600,0.22530561071247000,0.24133290316063800,,,
44.75,0.24497550609588000,0.2249798383135470,0.23990411409136400,,,
45.0,0.24434075183219700,0.2237711652580910,0.2392520201655030,,,
45.25,0.24268248857444700,0.22340450603418600,0.23803147754172400,,,
45.5,0.2420472007993820,0.222614773536834,0.23721113632587300,,,
45.75,0.24084348391830700,0.2221686370603480,0.23667852837955600,,,
46.0,0.24008073249085800,0.22168841650495100,0.23520925841136600,,,
46.25,0.2393908949739970,0.2211012605981680,0.23466196986069400,,,
46.5,0.23789966821565600,0.22064871907602000,0.23363126475678600,,,
46.75,0.23733594107295600,0.21952780921524400,0.23294299397069700,,,
47.0,0.23625790811524500,0.2190531321300910,0.23237013634647000,,,
47.25,0.23555883848867000,0.21879511276416500,0.23103351664772000,,,
47.5,0.23493708726653900,0.21776225149671700,0.2304859306269880,,,
47.75,0.23359065903906100,0.21744176366353600,0.22985075286326500,,,
48.0,0.23291394139446700,0.21710023937523300,0.22891716701684500,,,
48.25,0.2323612276325160,0.21631552172249100,0.22848564632719300,,,
48.5,0.2313829882417500,0.21606620950020300,0.22731755556546600,,,
48.75,0.23091607409279700,0.2150859142254070,0.22684877008552300,,,
49.0,0.229685488325191,0.21486867654157400,0.22585903273255500,,,
49.25,0.22919965098015600,0.21420157706350700,0.22523970491648700,,,
49.5,0.22816696772698100,0.2138857211473290,0.22487860487589800,,,
49.75,0.2275808101655280,0.21354603435481800,0.2236897806460550,,,
50.0,0.2271513333750520,0.21302922535506800,0.22328706106350000,,,
50.25,0.22592465341181200,0.21272618568396800,0.22269626456372700,,,
50.5,0.22551139149506100,0.2117802626070440,0.22197243877400500,,,
50.75,0.22490137463416100,0.2115253828570190,0.22159554762910200,,,
51.0,0.2241641723142480,0.21126852476745700,0.22052456706956500,,,
51.25,0.22374369592756900,0.21070024041556200,0.2202187681028790,,,
51.5,0.2226025773225430,0.21048644623797400,0.21930707004095300,,,
51.75,0.22227358605028700,0.2095906814784440,0.21884435485943300,,,
52.0,0.22136704815995900,0.20921916542937700,0.2185234204805290,,,
52.25,0.22089180885574800,0.20908638636625800,0.21744436753662900,,,
52.5,0.2205713683766360,0.20820989765847600,0.21712386562597600,,,
52.75,0.21951825174728700,0.20792233098432300,0.21675674806341400,,,
53.0,0.21910665584552800,0.20776591972815200,0.21600479079730600,,,
53.25,0.2186506086051630,0.20722045914991000,0.21567311461767800,,,
53.5,0.21791894699445300,0.20708102499088800,0.21467547234202700,,,
53.75,0.21763060739506800,0.20622354863627300,0.2144449512931770,,,
54.0,0.21662539846139000,0.20603951086646000,0.21375640621919600,,,
54.25,0.2163416333577490,0.2058441138320540,0.21342051005829100,,,
54.5,0.21560647539939900,0.20522937996065100,0.21304653799016100,,,
54.75,0.21517793406162900,0.20515643505541900,0.21247144299474800,,,
55.0,0.2148496658852270,0.20430112123487100,0.2121885031331430,,,
55.25,0.2142412217593040,0.20417936715800300,0.21117833005147500,,,
55.5,0.21397437239079300,0.20394582581403900,0.2108422175851130,,,
55.75,0.21296890519013200,0.2034553553124440,0.21061476130673300,,,
56.0,0.2125292611901650,0.20331475124958700,0.20967389389168200,,,
56.25,0.2123350847329580,0.20252729279692300,0.2093376564027720,,,
56.5,0.2114184291678780,0.20244497303271300,0.2091385991780840,,,
56.75,0.2111177415649080,0.2021524137510940,0.20855374808419600,,,
57.0,0.21079575456029500,0.201725522785335,0.20838235420207400,,,
57.25,0.2101370362812200,0.20158351693552000,0.2073881541782780,,,
57.5,0.2099249145213210,0.20080830790124500,0.20724223266280700,,,
57.75,0.20900183575740900,0.20077652082452200,0.20690545583180600,,,
58.0,0.20882656457486800,0.2005309436436020,0.20636056042774700,,,
58.25,0.20823046005440000,0.2000734363520290,0.20612097132555100,,,
58.5,0.20796637438458600,0.19997191472808200,0.20527597215175100,,,
58.75,0.20764516853377200,0.19924377358624300,0.20514416086410700,,,
59.0,0.20719516105812800,0.19917828713759300,0.20458159639171400,,,
59.25,0.20689232120452000,0.19895693043536800,0.20435736529435500,,,
59.5,0.2060107816835040,0.19852020405064400,0.20407839336872900,,,
59.75,0.2057830615016350,0.1984310410287150,0.20364128844291600,,,
60.0,0.20558605223386800,0.19770253574108700,0.2034409753721650,,,
60.25,0.20509578984475700,0.1976824516729470,0.20257809092541000,,,
60.5,0.20488869645752500,0.19745795587520300,0.20239086637779700,,,
60.75,0.2040077644184520,0.19705243335083800,0.20216041210814000,,,
61.0,0.20377806197050400,0.1969594523836120,0.20177574870853000,,,
61.25,0.203599015635079,0.19625037987949100,0.2015478246458200,,,
61.5,0.2031046362760690,0.19623679279131400,0.20071621061260300,,,
61.75,0.20293401381369800,0.19603249292619700,0.20053344556150100,,,
62.0,0.2021268146271230,0.19563474318970000,0.20037543609747600,,,
62.25,0.2018154242908980,0.19556715984790900,0.1999611688765100,,,
62.5,0.2017130922490740,0.19488001801785000,0.19980704512494100,,,
62.75,0.20093554516612600,0.1948458815842190,0.19898371351845600,,,
63.0,0.20069988066280900,0.1946622286707950,0.19881774307505600,,,
63.25,0.20057649198029800,0.1942439275802340,0.198629243060381,,,
63.5,0.20012813057922800,0.19427522487934600,0.19825432217455200,,,
63.75,0.19994726380966800,0.19351376353868400,0.19811034644928500,,,
64.0,0.19915834415849900,0.19350319346717500,0.19731071745417100,,,
64.25,0.19892762745929500,0.19342419742589400,0.19717295065616000,,,
64.5,0.1988301792131600,0.19297347912547400,0.19702420430269200,,,
64.75,0.19843813977600200,0.1930142216454150,0.19660739345849400,,,
65.0,0.1982795473723510,0.1923405376021380,0.19652615943729400,,,
65.25,0.1975013481323730,0.1922296247004650,0.19575128287783900,,,
65.5,0.1972882510116430,0.19215514383012900,0.19558640624353100,,,
65.75,0.19720131747184300,0.1917881019398210,0.195483276691978,,,
66.0,0.19678492358719900,0.19175013638717700,0.19506981025511200,,,
66.25,0.19667724874679000,0.19107240958440500,0.1950004657496620,,,
66.5,0.19591309795863500,0.19091569044300600,0.19423709165897500,,,
66.75,0.1957344572381930,0.19094934734970200,0.19410678420127900,,,
67.0,0.19565910168911400,0.1906371289243730,0.19398259818916200,,,
67.25,0.19521251201738500,0.19054412984039300,0.19361687124366300,,,
67.5,0.1951447006102010,0.18989778785267500,0.19352641139585100,,,
67.75,0.19439216365790000,0.18979333178295200,0.1927945088654230,,,
68.0,0.19422041248625500,0.18976738393690500,0.19269333523424000,,,
68.25,0.19416252580563400,0.1894332947112230,0.1925662016393970,,,
68.5,0.19378020112758000,0.1894006444618790,0.19220247308854400,,,
68.75,0.19367483382126800,0.18906946305993300,0.1921368520645890,,,
69.0,0.19296965902842100,0.18905428271856300,0.19141128226452000,,,
69.25,0.19278360925498800,0.18838597585257700,0.19130654051421000,,,
69.5,0.1927384954982960,0.18832011441787000,0.19122125740268700,,,
69.75,0.19237490499592200,0.188279930204582,0.1909360283556740,,,
70.0,0.19226639731904200,0.18801502086527700,0.19077405317796700,,,
70.25,0.19154143154153600,0.18790625316586200,0.19005406219193800,,,
70.5,0.19135200788804500,0.1872562948626470,0.1899459640683440,,,
70.75,0.19131387144188600,0.18724760942532900,0.18985256843508400,,,
71.0,0.19095792756931300,0.1871713608038330,0.1895575677335180,,,
71.25,0.19084596997508200,0.1868999334251760,0.18941532976419200,,,
71.5,0.19016111022828000,0.18684187512960500,0.18873841161013300,,,
71.75,0.19002788583579500,0.18618577195143500,0.18866497727233500,,,
72.0,0.18998186204426900,0.18618098815957200,0.18854841752451600,,,
72.25,0.18963816689407600,0.18611771540736800,0.1882758663920550,,,
72.5,0.18952424265466800,0.18583408493191800,0.1881766801891830,,,
72.75,0.18885427944620900,0.18573967395986000,0.18745299701135300,,,
73.0,0.18871289108742200,0.18515772157865500,0.18742463188103100,,,
73.25,0.1886590894040310,0.18520987168326400,0.1872966818414110,,,
73.5,0.18834364720924600,0.185026792080911,0.18702433043357200,,,
73.75,0.18824447519971900,0.1848059887987710,0.18692409895421300,,,
74.0,0.1878837348972500,0.1846924490736750,0.1862498531581110,,,
74.25,0.18784373932424600,0.18416625686879700,0.18622420689999800,,,
74.5,0.18714441903951400,0.18425921812190800,0.18613960201846000,,,
74.75,0.18705541908670500,0.18399004016988800,0.18583456633767700,,,
75.0,0.18697843181953600,0.18372515689667300,0.1856906665370530,,,
75.25,0.18667976686359600,0.18372612761710900,0.1851169893276960,,,
75.5,0.18660996668737800,0.1832159570615330,0.18511572501123900,,,
75.75,0.1859382447108090,0.18318280372695700,0.18491976888803900,,,
76.0,0.18585765395265700,0.1827935885227950,0.1846841609992760,,,
76.25,0.1857966918074010,0.18271118836159200,0.18451936135238800,,,
76.5,0.18552996715849700,0.18277502376786100,0.18393383626600300,,,
76.75,0.18541699987729300,0.18216231007363500,0.1840084341314670,,,
77.0,0.18475019632054800,0.182112121511624,0.18379309680446500,,,
77.25,0.1847095990875130,0.1821522060141480,0.1835143306729890,,,
77.5,0.1846062074879530,0.18187402546691100,0.18342514542732500,,,
77.75,0.18435521543704900,0.1818359866629010,0.18286119746054200,,,
78.0,0.18429642442682900,0.18151871851612100,0.18291801506518400,,,
78.25,0.18360591922522900,0.1815558755831600,0.1826731251479050,,,
78.5,0.18361037073516100,0.1809461721623740,0.1824042573699210,,,
78.75,0.18352444740230400,0.18090866559113500,0.18237991053539300,,,
79.0,0.18325113216821500,0.18089146933487200,0.18184073465598300,,,
79.25,0.1831394619376810,0.18067830848376600,0.18179251934647200,,,
79.5,0.18257673629772500,0.18062300026176700,0.18139598122658000,,,
79.75,0.18255911762590900,0.18000840409686500,0.18128824744968200,,,
80.0,0.18243293277817400,0.18006820635894900,0.18135627912460300,,,
80.25,0.18219544825853000,0.17998831399218000,0.18072898578440600,,,
80.5,0.1820323038812240,0.17978272562688100,0.18063271173888900,,,
80.75,0.18147123400467100,0.1796946184277150,0.18065527198014700,,,
81.0,0.18156018899688200,0.17919140158393700,0.1803491987992180,,,
81.25,0.1813477167481350,0.17924647755819100,0.1802933896319920,,,
81.5,0.18109871589081400,0.17908922235975300,0.17998521138706700,,,
81.75,0.18101646934617400,0.17890144825612600,0.18002993562388100,,,
82.0,0.18046381016463300,0.17882296713348000,0.17940551818322100,,,
82.25,0.18050995794173800,0.1783223561841750,0.17938203659421000,,,
82.5,0.18032101034368500,0.17841275893515300,0.1793361758878670,,,
82.75,0.18004984116057100,0.17822516857535800,0.1791003828487240,,,
83.0,0.18006923568116200,0.17798821028225500,0.17903142133379800,,,
83.25,0.1795325309215520,0.1780279516997550,0.17841538384186200,,,
83.5,0.17949623229221100,0.17753712578898700,0.1784113840266470,,,
83.75,0.17913401750349100,0.177557199649649,0.17833732247607200,,,
84.0,0.17898865174023800,0.17716309588167700,0.1781357671457050,,,
84.25,0.17905793757201200,0.17708589711359200,0.17810096315125300,,,
84.5,0.1784645145454290,0.1771723805033640,0.17748056179650100,,,
84.75,0.17839097879085600,0.17689290630428100,0.1775013420441110,,,
85.0,0.17840576242548800,0.17694513325984400,0.17744157639438100,,,
85.25,0.1781329739298460,0.1763682379230750,0.17721686519634200,,,
85.5,0.1781172094621770,0.17636518558255600,0.17710743217385500,,,
85.75,0.17781617863765900,0.17636641230118500,0.17659516447879300,,,
86.0,0.17782783485775200,0.17616965300987600,0.17667103484879400,,,
86.25,0.17721863044219000,0.17610346744628100,0.17651918789109200,,,
86.5,0.17717219407462200,0.17555835250240400,0.17627189812208900,,,
86.75,0.1771507655745840,0.1755859973554180,0.17621719761581400,,,
87.0,0.17693161147238400,0.17555730518708500,0.17571879744468000,,,
87.25,0.17689849177518100,0.17537228694886100,0.17574411640870300,,,
87.5,0.17628025230471600,0.17530636136759700,0.1756164862200670,,,
87.75,0.17633398748533800,0.17482568681072100,0.1753518233338530,,,
88.0,0.17626114687340200,0.1748893824617240,0.17538742895964700,,,
88.25,0.17605965896860000,0.1747462701797980,0.17490060210345400,,,
88.5,0.17595309940002000,0.17456289466668800,0.17490627436932600,,,
88.75,0.17546036030684400,0.17450712122456000,0.17451749005903000,,,
89.0,0.17548929712233900,0.17403665840208600,0.17446224261017800,,,
89.25,0.17536030861165700,0.17411059784085900,0.1744831252278900,,,
89.5,0.17516635991867100,0.17400395702443300,0.1742278182003350,,,
89.75,0.17506882065705600,0.173761709829069,0.17428006926012300,,,
90.0,0.17457496640940700,0.17379734136258000,0.1737051763276490,,,
90.25,0.17468301700516000,0.17335320415840600,0.17367778629736900,,,
90.5,0.17445356659371700,0.1733791101366460,0.17367926891969300,,,
90.75,0.17423711289540000,0.17299308183652500,0.17348038745974900,,,
91.0,0.17430583218222100,0.1729788057230700,0.17340521032490700,,,
91.25,0.1737964770499220,0.17307219828923800,0.17286356799903000,,,
91.5,0.17378604602169300,0.17278756895247800,0.17289073968034600,,,
91.75,0.17343515209154400,0.17285239837663700,0.1728473409058760,,,
92.0,0.17334917952741000,0.17229502338687300,0.1726603584614620,,,
92.25,0.17342281731461200,0.17228939289410500,0.1725899458694360,,,
92.5,0.17288378082823200,0.17229967562960900,0.17211302567554900,,,
92.75,0.17281857813365500,0.1721255223722980,0.1721557836910350,,,
93.0,0.17286495166583200,0.1721259109732300,0.17202389455409200,,,
93.25,0.17256002592072300,0.17156658731886200,0.17186350619223600,,,
93.5,0.17259189989169500,0.17164046856449900,0.17177795919510100,,,
93.75,0.17241329624245300,0.17158864270817000,0.17131212645933800,,,
94.0,0.17237390331570600,0.17144986079473800,0.17140873017530400,,,
94.25,0.17181828967417200,0.17133641918855800,0.17122868309636600,,,
94.5,0.17184451800814500,0.17090331256594500,0.17101078871322400,,,
94.75,0.171784971339754,0.1710321648619360,0.17105932642585000,,,
95.0,0.1716147025074420,0.17085505226973100,0.1705913865556770,,,
95.25,0.1715634275276230,0.17065332947494900,0.17063040611443200,,,
95.5,0.17106752452630500,0.170714783512509,0.17026084646253800,,,
95.75,0.17112870917783200,0.17027072693923100,0.1702214673104310,,,
96.0,0.17103116729890800,0.17030892829377900,0.170246978156814,,,
96.25,0.1708522593938300,0.1699550731050450,0.17001738698362400,,,
96.5,0.17076633983450100,0.1699052747804260,0.17010397429354300,,,
96.75,0.1703147499330560,0.169983760570023,0.1695353695779220,,,
97.0,0.17042496683276500,0.1697497760743070,0.16952378058961800,,,
97.25,0.170225774455168,0.16985076176523000,0.16953158239862800,,,
97.5,0.17001438039938100,0.1692977335918850,0.16934657000070200,,,
97.75,0.1700719062528600,0.16931036126743800,0.1693444262560990,,,
98.0,0.16961734319588800,0.16932360739077800,0.16877583308281700,,,
98.25,0.16965113105040700,0.1691483092945430,0.16882284775384900,,,
98.5,0.16926956715395800,0.1691717719245050,0.16881742187206800,,,
98.75,0.16923960142208600,0.16862013469856900,0.16861883594786400,,,
99.0,0.16928411805030700,0.1686871865718990,0.16856290676266200,,,
99.25,0.16904614068353500,0.16867390916889500,0.16809506400857300,,,
99.5,0.16914182476947200,0.16850385689410300,0.1682199588500590,,,
99.75,0.168567296049225,0.1684304658733670,0.16805685167098800,,,
100.0,0.1685748187895560,0.16798726657910100,0.16788878083638100,,,